patch-size,x-offset,y-offset,distance,tally,step_sum,avg,total_steps
2,20,20,26.87,19,31719,1669.421052631579,232005
2,21,21,28.28,23,35469,1542.1304347826087,195968
2,22,22,29.7,32,36637,1144.90625,220288
2,23,23,31.11,21,35392,1685.3333333333333,206619
2,24,24,32.53,17,25125,1477.9411764705883,242125
2,25,25,33.94,15,24846,1656.4,244011
2,26,26,35.36,18,26984,1499.111111111111,224956
2,27,27,36.77,11,17104,1554.909090909091,264877
2,28,28,38.18,15,25826,1721.7333333333333,252130
2,29,29,39.6,13,14178,1090.6153846153845,234919
2,30,30,41.01,17,26371,1551.235294117647,249651
2,31,31,42.43,13,26422,2032.4615384615386,229782
2,32,32,43.84,18,32844,1824.6666666666667,253869
2,33,33,45.25,11,28833,2621.181818181818,231997
2,34,34,46.67,17,32008,1882.8235294117646,257384
2,35,35,48.08,14,32627,2330.5,260508
2,36,36,49.5,14,26978,1927.0,265150
2,37,37,50.91,14,30965,2211.785714285714,274437
2,38,38,52.33,16,31327,1957.9375,234454
2,39,39,53.74,9,11622,1291.3333333333333,232251
2,40,40,55.15,8,10911,1363.875,239438
2,41,41,56.57,9,15473,1719.2222222222222,261673
2,42,42,57.98,7,12557,1793.857142857143,284332
2,43,43,59.4,10,18978,1897.8,243586
2,44,44,60.81,8,14463,1807.875,243891
2,45,45,62.23,9,19579,2175.4444444444443,250842
2,46,46,63.64,6,14996,2499.3333333333335,252238
2,47,47,65.05,9,12810,1423.3333333333333,301291
2,48,48,66.47,7,15325,2189.285714285714,269126
2,49,49,67.88,12,34872,2906.0,278418
2,50,50,69.3,5,15272,3054.4,269335
2,51,51,70.71,7,19360,2765.714285714286,246397
2,52,52,72.12,4,6241,1560.25,273991
2,53,53,73.54,7,7661,1094.4285714285713,241701
2,54,54,74.95,6,13033,2172.1666666666665,279690
2,55,55,76.37,5,10535,2107.0,234829
2,56,56,77.78,2,3293,1646.5,283522
2,57,57,79.2,6,13049,2174.8333333333335,259333
2,58,58,80.61,7,20966,2995.1428571428573,277480
2,59,59,82.02,8,21214,2651.75,278043
2,60,60,83.44,7,13016,1859.4285714285713,267515
2,61,61,84.85,5,14796,2959.2,315917
2,62,62,86.27,11,29998,2727.090909090909,250820
2,63,63,87.68,6,7931,1321.8333333333333,280515
2,64,64,89.1,6,13185,2197.5,278000
2,65,65,90.51,4,4692,1173.0,259206
2,66,66,91.92,2,4033,2016.5,260358
2,67,67,93.34,4,17261,4315.25,258112
2,68,68,94.75,3,5552,1850.6666666666667,271521
2,69,69,96.17,4,9756,2439.0,287326
2,70,70,97.58,2,5866,2933.0,276647
2,71,71,98.99,4,9996,2499.0,243621
2,72,72,100.41,2,1835,917.5,258463
2,73,73,101.82,1,1458,1458.0,284807
2,74,74,103.24,4,6635,1658.75,276753
2,75,75,104.65,4,16044,4011.0,296999
2,76,76,106.07,0,0,0.0,299432
2,77,77,107.48,2,3419,1709.5,245975
2,78,78,108.89,0,0,0.0,255810
2,79,79,110.31,1,2278,2278.0,264930
2,80,80,111.72,1,673,673.0,295660
2,81,81,113.14,0,0,0.0,260630
2,82,82,114.55,2,2596,1298.0,265449
2,83,83,115.97,0,0,0.0,295493
2,84,84,117.38,1,3526,3526.0,290341
2,85,85,118.79,1,1514,1514.0,252525
2,86,86,120.21,0,0,0.0,247855
2,87,87,121.62,1,4516,4516.0,281922
2,88,88,123.04,0,0,0.0,268062
2,89,89,124.45,1,7720,7720.0,326616
2,90,90,125.87,1,1260,1260.0,261565
2,91,91,127.28,0,0,0.0,291693
2,92,92,128.69,0,0,0.0,294013
2,93,93,130.11,1,2185,2185.0,299383
2,94,94,131.52,0,0,0.0,304722
2,95,95,132.94,1,4217,4217.0,299926
2,96,96,134.35,0,0,0.0,308146
2,97,97,135.76,0,0,0.0,286485
2,98,98,137.18,0,0,0.0,271048
2,99,99,138.59,0,0,0.0,224102
3,4,4,2.83,61,18246,299.11475409836066,120404
3,5,5,4.24,58,16005,275.94827586206895,106291
3,6,6,5.66,55,41019,745.8,155383
3,7,7,7.07,56,34779,621.0535714285714,127744
3,8,8,8.49,45,21927,487.26666666666665,142252
3,9,9,9.9,39,30712,787.4871794871794,178452
3,10,10,11.31,43,20201,469.7906976744186,170787
3,11,11,12.73,42,31031,738.8333333333334,156852
3,12,12,14.14,34,36540,1074.7058823529412,190037
3,13,13,15.56,38,22326,587.5263157894736,175448
3,14,14,16.97,34,31783,934.7941176470588,203946
3,15,15,18.38,37,41817,1130.1891891891892,190421
3,16,16,19.8,27,27351,1013.0,200577
3,17,17,21.21,36,23405,650.1388888888889,213963
