patch-size,x-offset,y-offset,distance,tally,step_sum,avg,total_steps
1,2,2,2.83,39,31475,807.0512820512821,303613
1,3,3,4.24,37,25255,682.5675675675676,264915
1,4,4,5.66,38,21930,577.1052631578947,277202
1,5,5,7.07,36,49474,1374.2777777777778,324497
1,6,6,8.49,37,26143,706.5675675675676,300276
1,7,7,9.9,26,31423,1208.576923076923,327908
1,8,8,11.31,35,48060,1373.142857142857,321724
1,9,9,12.73,31,51653,1666.225806451613,347106
1,10,10,14.14,27,26532,982.6666666666666,325711
1,11,11,15.56,22,28269,1284.9545454545455,348322
1,12,12,16.97,23,36443,1584.4782608695652,352952
1,13,13,18.38,14,25478,1819.857142857143,374498
1,14,14,19.8,17,19271,1133.5882352941176,376156
1,15,15,21.21,23,40284,1751.4782608695652,378008
1,16,16,22.63,14,23631,1687.9285714285713,378244
1,17,17,24.04,16,41884,2617.75,418918
1,18,18,25.46,21,55075,2622.6190476190477,377367
1,19,19,26.87,11,20927,1902.4545454545455,409211
1,20,20,28.28,13,26651,2050.076923076923,412881
1,21,21,29.7,16,50946,3184.125,418225
1,22,22,31.11,15,28371,1891.4,385855
1,23,23,32.53,11,20097,1827.0,459200
1,24,24,33.94,9,21913,2434.777777777778,418985
1,25,25,35.36,10,18870,1887.0,394507
1,26,26,36.77,10,18468,1846.8,385865
1,27,27,38.18,16,47867,2991.6875,389873
1,28,28,39.6,14,44603,3185.9285714285716,411140
1,29,29,41.01,9,32512,3612.4444444444443,430674
1,30,30,42.43,13,49238,3787.5384615384614,452389
1,31,31,43.84,10,35529,3552.9,433540
1,32,32,45.25,14,40633,2902.3571428571427,428722
1,33,33,46.67,10,34682,3468.2,392412
1,34,34,48.08,12,27943,2328.5833333333335,400529
1,35,35,49.5,8,26535,3316.875,433481
1,36,36,50.91,8,27031,3378.875,430631
1,37,37,52.33,9,8880,986.6666666666666,385762
1,38,38,53.74,9,32849,3649.8888888888887,464661
1,39,39,55.15,12,45727,3810.5833333333335,427712
1,40,40,56.57,3,8565,2855.0,432261
1,41,41,57.98,5,11102,2220.4,444595
1,42,42,59.4,8,30164,3770.5,437841
1,43,43,60.81,8,33927,4240.875,474292
1,44,44,62.23,8,32151,4018.875,434989
1,45,45,63.64,10,32845,3284.5,436614
1,46,46,65.05,4,16188,4047.0,479286
1,47,47,66.47,5,9188,1837.6,405177
1,48,48,67.88,3,12270,4090.0,460289
1,49,49,69.3,8,17707,2213.375,389609
1,50,50,70.71,6,18419,3069.8333333333335,415384
1,51,51,72.12,9,31934,3548.222222222222,412296
1,52,52,73.54,7,24573,3510.4285714285716,397905
1,53,53,74.95,6,19497,3249.5,432880
1,54,54,76.37,3,13800,4600.0,477321
1,55,55,77.78,3,2862,954.0,412253
1,56,56,79.2,6,15719,2619.8333333333335,451941
1,57,57,80.61,0,0,0.0,485077
1,58,58,82.02,3,7704,2568.0,404585
1,59,59,83.44,4,15670,3917.5,492338
1,60,60,84.85,4,12573,3143.25,427731
1,61,61,86.27,1,8848,8848.0,426548
1,62,62,87.68,4,16243,4060.75,440246
1,63,63,89.1,1,6955,6955.0,433013
1,64,64,90.51,4,15363,3840.75,435610
1,65,65,91.92,1,6012,6012.0,460075
1,66,66,93.34,2,10685,5342.5,434899
1,67,67,94.75,2,10406,5203.0,448410
1,68,68,96.17,0,0,0.0,510027
1,69,69,97.58,1,2541,2541.0,471478
1,70,70,98.99,1,1885,1885.0,437643
1,71,71,100.41,3,9667,3222.3333333333335,479142
1,72,72,101.82,4,13136,3284.0,491610
1,73,73,103.24,1,7686,7686.0,422280
1,74,74,104.65,1,2302,2302.0,463767
1,75,75,106.07,0,0,0.0,464550
1,76,76,107.48,2,6028,3014.0,467900
1,77,77,108.89,3,11873,3957.6666666666665,472103
1,78,78,110.31,1,8662,8662.0,499764
1,79,79,111.72,0,0,0.0,432103
1,80,80,113.14,1,2746,2746.0,454910
1,81,81,114.55,6,24438,4073.0,476126
1,82,82,115.97,1,2455,2455.0,488268
1,83,83,117.38,2,8167,4083.5,451311
1,84,84,118.79,0,0,0.0,495965
1,85,85,120.21,1,5132,5132.0,466359
1,86,86,121.62,2,11312,5656.0,455265
1,87,87,123.04,0,0,0.0,494417
1,88,88,124.45,0,0,0.0,456386
1,89,89,125.87,1,5181,5181.0,528569
1,90,90,127.28,1,7506,7506.0,471722
1,91,91,128.69,0,0,0.0,477117
1,92,92,130.11,0,0,0.0,475546
1,93,93,131.52,0,0,0.0,452289
1,94,94,132.94,0,0,0.0,492353
1,95,95,134.35,0,0,0.0,468379
1,96,96,135.76,0,0,0.0,500791
1,97,97,137.18,0,0,0.0,415630
1,98,98,138.59,0,0,0.0,442265
1,99,99,140.01,0,0,0.0,469738
2,3,3,2.83,60,47483,791.3833333333333,190788
2,4,4,4.24,50,30951,619.02,230126
2,5,5,5.66,57,41639,730.5087719298245,184896
2,6,6,7.07,46,44587,969.2826086956521,280643
